Input,label
"Ajoyib ap Laptop versiyasi kabi yaxshi, lekin Android versiyasi ham yaxshi. Agar siz shaxmatni yoqtirsangiz, bu siz uchun ilovadir.",1
"Suhbat to'g'ri ishlamasa, to'g'ri xabar berilmaydi",0
"Ideaga gap yo'q, lekin tatbiqi yamon qilingan",0
Tas-IX filmlari va seriyalarini tomosha qilish uchun eng yaxshi dastur,1
"Ilovada (Oson) elektron hamyonga pul tashasa bo'ladi lekin elektron hamyondan bu ilovaga pul o'tkazib bo'lmaydi va har haftada obnavleniya soraydi,tolov qilgan paytda hizmat haqi (usluga) juda katta, pragramma juda qotib ishlaydi",0
Ishlamayapti Dasturni ochib bo'lmadi,0
"Ishlamaydigan o'yinni yuklab olish uchun pul ishlang. Nima uchun o'yinni o'ynashda faqat ayrim harflar tanlanishi mumkin, men qaytarib berishni xohlayman. Agar aslida o'yinni o'ynasangiz, yuklab olishingiz kerak emas.",0
"Hech bo'lmagansiz, u shikastlangan yuk ekranini ko'radi, ammo u shlangni ko'radi, keyin esa pulimni qaytarishni istayman",0
ilovaga kelgan rasmalarni gahida acadi gahida esa ozidan ozi yoq bolup kaladi,0
"Xato 1021475 O'yinni o'ynatib bo'lmaydi, har qachon men o'yinchilarni almashtirishga harakat qilsam, server xatosi 1021475 deb yozadi. Pls fix",0
Zo'r sayt ochgansila rahmat,1
ilovaga kirganda keraksiz ma'lumotlar juda ko'p chiqadi,0
Meni tashqariga chiqarib qo'ygan ilovani ochmasman. Vaqt oralig'ini sarflamang,0
"Oh mening so'zma-so'z, taxminan 15 soat davomida to'g'ridan-to'g'ri sarflagan, bir kunning sarguzashtlari, ammo qanday yaxshi o'yin bo'lsa, boshqa o'yinlarning nima ekanligini bilishadi.",1
"Aktyorlar peshqadamda ikki marta,",0
"Ilova o'lik, yangilanish yo'q Ishlab chiquvchilar ushbu ilovani qo'llab-quvvatlashni to'xtatdilar. Hech qachon aniqlanmaydigan xatolar bilan to'la va ilovaga to'laydiganlar uchun bizdan uzoqda",0
Maslahatim umuman skachat qimelar bu programmani. Registratsiyadan o'tishni yo kirishni iloji yo'q. Musor,0
U soxta. Faqat kichik bir o'yin jodugchasiga lazerni tangalarga tirajish imkonini beradi va ular ustida bizni nazorat qiladigan lazer yo'q.,0
"Men bu o'yinni o'ynay olmayman va juda ko'p reklama qila olmayman, iltimos, tuzatib qo'ying",0
ilovada juddayam ortiqcha joylari bor ekan,0
Juda foydali Transport vositasi holati haqida hamma narsani bilishimiz mumkin,1
Qulay ilova Men 4 yoshim buni yaxshi ko'raman. Bu qiziqarli bo'lib qoladi va u ham ijodiy bo'lishni o'rganadi. Bitta muammo mening telefonimni qaytarishga harakat qilmoqda. Xo'sh,1
"Barry orqaga qaytib, men Jetpack Joyride bilan boshladim va qutilarini yaxshi ko'raman Thoes uchun bu yuksak RECCOMENNDED oldim",1
"Hech bo'lmasa ajoyib edi, men oldin ko'rmagan bir qancha romanlar bor edi, menimcha, taxminan bir yil oldin men vafot etdi, endi ularni o'qib chiqaman",1
Juda oson,1
Xarid qilish versiyasi aynan bir xil dastur hisoblanadi,0
"SOLITAIRE MEGAPACK Ularning ayrimlarini o'ynagan ajoyib, eng yaxshi jungle o'yini kamdan-kam hollarda. Men buni bir necha marta bepul versiyasini o'ynatgandan so'ng, ishlab chiqaruvchiga ikki bosh barmoqni yuqoriga ko'tarib sotib olishga qaror qildim",1
menyudagi ranglar mos emas,0
Xuddi shu muammo hali ham chiroyli ovoz Ovoz yangi versiyada vaqti-vaqti bilan ajralib turadi.,0
Fav o'yinlari kun bo'yi o'ynang,1
Dahshatli Xushxabari tetiklantiruvchi kurash. Umuman nafratlanaman,0
"Sizning hisobingizga kirishingiz mumkin, ammo hech qanday statistikasi yo'q. Statistikalar va boshqalar mavjud bo'lganda yaxshi reyting beramiz.",0
"Albatta, bu yaxshi. Link2sd o'zi juda yaxshi dastur. Plyusdan qo'shimcha funktsiyalar ajoyib ishlaydi. Bundan tashqari, link2sd plus ilovasi o'rniga link2sd uchun litsenziya sifatida ishlayotganini yoqtiraman.",1
"Xafa bo'lganimda, men butun seriya bo'ylab asirga tushib qoldim va ularni sinab ko'rmaydigan har kimga dalda berardim. Bulmacalar qiyin va hikoya chizig'i g'amgin. Sizga tashakkur aytamiz",1
"Takliflar Iltimos, foydalanuvchi tomonidan yaratilgan darajalarni va ba'zi qayiqlarda suv xaritasini qo'shing. Bu o'yin juda ajoyib",1
Juda foydali va ilg'or dasturlarga minnatdormiz,1
"share it dasturida bir vaqtning o`zida ko`p foydalanuvchilar bilan aloqa o`rnatib bo`lmaydi,menimcha buni kamchilik deb ayta olamiz",0
Bolalar uchun yaxshi o'yin OkMalumNatis bolalar uchun juda ajoyib,0
Ishlab chiqaruvchi boshqa parametrlarga ega emas. Monetlar qo'shilmaydi va har 2 daqiqada qo'shiladi,0
"Roslyn ajoyib o'yin. Sizni o'ylaydi. Oldin bir nechtasini ko'rmagan bo'lsam-da, soatlab o'ynashim mumkin.",1
"Nihoyat, qiziqarli va qiziqarli o'yin.",1
Haqiqatan ham yomoni Uning shitirlashi ... To'g'ridan-to'g'ri barcha futbolchilarni uyga tegmasdan yuborishingiz mumkin.,0
lt3 Bepul versiyani juda qimmatli qilib sotib oldim,1
Katta o'yin menga yoqdi va bolalarim ham shunday bo'ldi,1
"Endi bu haqni bilish kerak, shuning uchun bu nima ekanligini bilmayman, shuning uchun biz faqat Tomasni TOMYA, Emily, Jeyms, Percy uchun to'lashi kerak bo'lgan Tomas bo'lishi mumkin, shuning uchun ham judaooooooo crazyoh my heck Va mening o'g'lim uni o'ynaydi",1
Yahshi ishlangan,0
Bu o'yin judayam jirkanchdir. Bu menga taqdim etilgan asboblardan foydalanishga ruxsat bermaydi.,0
Ur bepul dasturidan foydalandim. sifatli mahsulot uchun thnx,1
Zo'r,1
"Uning o'qi juda ko'p narsalar qilish kerak ... albatta, pulga loyiq emas BU BU BUXARADI",0
"Qo'rqinchli, ammo taksilarga yopishtirmasdan yomon ahvolda bo'lgan kabinlar yaxshi emas, balki sayohat qilish uchun kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",1
Bam qanday eng yaxshi o'yinmi? Bu uning subways seyserlar va ninja atlayışları o'rtasidagi aralashmasi,1
Zo'r,1
Di Shankland buni sevadi. Ko'p ma'lumot beradi. Tks,1
Qutqaruvchi fanni yetkazib berilmaslik Tantanali Mumbayda 400610-sonli raketani tanlab olishingiz mumkin. Flipcart dan qabul qilinmaydi,0
"Salom Yo'q Salomda shimgichni ustida bir muammo bor va u yuklab olinmaydi. Iltimos, buni tuzatib, keyin 4 yoki 5 yulduzni baholayman, rahmat.",0
"Haqiqatdan ham, bu ta'rifni o'qiganim va u nimadan ko'proq narsani kutmoqdaman",0
"Uni yaxshi ko'rish, albatta, menga chizilgan rasmni yordam beradi",1
Ajoyib app Bu menga ko'p marta tejab. Bu erda ajoyib Britaniyada u hech narsani o'tkazib yubormadi,1
netu ruskogoo,0
"Meh, faqat to'lashni so'rashdan oldin bir nechta jumboqlarga ega bo'lasiz",0
5 yulduzli Xboxga o'tishimga imkon beradigan o'yin Androidga konsol versiyasidan yaxshiroq bo'lmasa ham yaxshi bo'ldi. Juda yaxshi bajarildi,1
"Yangilang, bu galaksi tabimda asta-sekin harakat qiladi, men uni o'ynashni xohlayman",0
"Doping Biroq, muzqaymoq tezlashganda muzqaymoqni va skiplarni tuzatish kerak Yolda yutuqlar yig'ishdan meni xiyla qiladi",1
Uni yomon ko'rish,0
Ushbu o'yin juda qiziqarli bo'lgan. muzli mağaralara qanday o'tishim mumkin ... muzli mağaralara kirganimdan so'ng ... ko'p tog'lar qanday ko'tariladi va qanday qilib sehrli qilichni ishlatishim mumkin? Plss yordami,1
Faqatgina o'yinni tugatdi va ajoyib bo'ldi. Barcha yong'in chinor o'yinlarini yaxshi ko'raman. Ko'proq kutish mumkin emas,1
Jurassic Dozer Hamma uchun o'ynash qiziqarli Mening 5-yoshli nabiram bu ham o'ynayotgan bir portlashi bor,1
Ushbu dasturni yaxshi ko'raman,1
Quvvatli svoplar vositasi Men telefonimni qayta boshlaganimda takomillashtirilgan fayllarni qayta tiklashim kerak,0
Videolarni qanday yuklab olaman ??,1
"Haqiqatan ham juda yaxshi o'yin ........ O'yin haqida o'ylayapsizmi, ba'zan o'yin o'ynab, asta-sekin boshqa har bir narsa o'ynashadi va o'zingiz kasb qilgan barcha xpni yo'qotadi, meni qiziqtirmaydi ... aks holda uning ajoyib nazorati bilan ajoyibdir .... .....",1
saqlamayabdi,0
"Secind sinf o'quvchi o'yini Men uni yaxshi ko'raman Kim, yoshi 8",1
Ko'p marta osilgan hanging osilgan,0
Uhhg Sekin ketadi va keyin telefoningizni ishga soladi va sekin ketadi,0
"G'alaba qozonolmaydigan narsa nimani anglatadi. Men soxta pulni sotib olish uchun aqldan ozmayman, shuning uchun uni yo'qotishim mumkin.",0
Essiz  vaqtim 1minutda sport tv 5marta qotyapti,0
Yomon o'yin,0
"Boshlashni boshlamang, faqat nozil qilingan va hatto ochilmaydi, chunki u buzib tashlaydi. Ushbu o'yinni o'ynashni xohlayman, lekin uni 1 yulduzga berib turishni xohlayman.",0
Yaxshi,0
Statistikalar va tartiblash Kalkulyator buzilib ketgan joyda. O'yinni yutganimda stats pastga tushadi va raqib ortib bormoqda,0
"Men uni ochib yuborgandim, zudlik bilan o'chirildi",0
 ajoyib ish Ushbu dastur ajoyib. O'yin o'ynashga qiziqarli ajoyib o'yinlar. B,1
"Katta o'yin Bu o'yinni juda yaxshi ko'raman. Hikoya, belgilar va o'yin yaxshi. Men istagan narsalar - kashf qilish uchun yanada qiziqarli bo'lgan shaharlar ... Masalan, javonlarda va tungi narsalardagi maxfiy narsalar singari.",1
Ushbu dasturni ko'rsating. Erim va jiyanim ham bu kabi,1
Bu juda xam zor bòlaje onalar un yaxwi tavsiyala berolidigan dastur ekan manga yoqdi,1
Qiziqarli alifbolar,1
Hech qachon eng yaxshi o'yinni yaxshi ko'raman va o'yinlarda juda qo'pol munosabatda bo'laman va bu eng yaxshi o'yinlardan biri edi,1
Yaxshi.,1
"Nimagadur online tvisi ishlamayapti boshqa telifonladayam sinab ko'rdim shuni tekshirib qo'ysela yaxshi bo'lardi , 2kundan beri ishlamayapti",0
"Albatta, yomon grammatikaga oid ko'p savollar hech qanday ma'noga ega emas edi",0
"Yaxshi o'yin umumiy 1 yulduzga tushdi, chunki so'nggi yangilanishdan so'ng o'yin mening barcha taraqqiyotimni va barcha xaridlarimni yo'qotib qo'ydi.",0
Yaxshi. Eng yaxshi o'yin,1
Lollipop 5.02 yangilanishidan beri endi ishlamaydi va u endi ishlamaydi.,0
Yirtqich krattlar menga juda yoqdi,1
Bu judayam ajoyib dastur ga omad,1
Vaqt Paas Qanchadan-qancha vaqt o'yini paas,1
Savollarga javob berish sistemasi umuman tushunarsiz,0
"Yorqin Eng yaxshi platformer ive va hozirda Android-da o'ynashim mumkin Gameplayimga ta'sir qilmaydigan bir nechta xatolar bor, lekin ha, hech bir narsa mukammal emas ... bir kon, ammo juda qisqa ... Iltimos, hikoya rejimini ko'proq darajalar bilan yangilab turing.",1
Uni yaxshi ko'raman,1
"nooo salqin, lekin yo'q",0
Vau Zo'r o'yin hech qanday muammoni yaxshi ko'rmaydi,1
"Uning orqa fon rangini o'zgartiring yoki turli rangdagi shablonni yaratib, fonimizni o'zgartiramiz. Ko'kni ko'rganda kasal ...",0
"Bema'nilik Ushbu o'yinni sotib olib, pulingizni sarf qilmang ... albatta ahmoqona o'yin ... hech qanday radar, orqada kamera burchagi yo'q. 2 daqiqada zerikib ketgan.",0
"Bu mening telefonimda qoladigan bir necha apslardan biridir, men ushbu o'yinni juda yaxshi o'ynashdan mamnunman",1
Vaqt G'arbni sezmaydilar,0
"Nimani istaganimni OK, shuning uchun men ushbu ilovani yuklab qo'ydim va uni ochganimda kalibrlash juda ko'p bo'ldi va butun ekranni ko'ra olmadim. Android uchun yaxshi emas. Iltimos, android uchun yangilanishni qiling. rahmat sizga",0
Zo'r Ushbu pianino palystore mening eng sevimli dastur hisoblanadi .. Men ushbu dasturni o'ynashni yaxshi ko'raman. Men ushbu turdagi ilovani hech qachon ko'rmaganman. Ushbu dastur menga haqiqiy pianino o'ynashimga o'xshaydi,1
"Qabul qilish narxiga mos keladigan ta'lim qobiliyatini tiklash. Ba'zi bir narsalarni o'rganib oldim, ammo o'yin juda ko'p qiziqarli, endi men uni asrab olishni boshlayman, men buni Sci-fi strategiyasini yoqtiradigan har bir kishiga tavsiya qilaman.",1
Tavsiya etilgan ajoyib ilovalar,1
"Yoy xudoga shukur, ular asl san'at uslubiga qaytdi. Yay Uning dahshatli o'yini. Ammo, bu rasmni 3D formatini o'zgartirishga urinib ko'rsangiz, frack qandaydir yarim g'isht degan fikrda edi.",1
Katta foydalanuvchi interfeysi bilan raqobat imtihonlari uchun yaxshi dastur,1
Pullar va avtomashinalar yangilanganidan so'ng men yaqinda yangilanib turdim va barcha pullar va mashinalar nolga o'rnatildi ... Bu ish qilinmadi ... Boshqa haydash o'yinlari juda professional emas,0
Men 6 ball olgan bo'lardim. Bu o'yin aniq pul to'lashga arziydi va odatda mobil o'yinlar uchun pul to'lamayman,1
"Ushbu o'yinni yaxshi ko'raman. Menda barcha maxsus versiyalar bor va sabr-toqat bilan ko'proq kutish uchun. Ehtimol, bu safar biroz ko'proq narsa bo'lishi mumkin.",1
Portugaliyalik versiyani men Portugalcha versiyasini istayman va men 3-albom uchun pul to'layman. Endi men sotib olgan narsamni yo'qotib qoldim. Qanday eski versiyani qaytarishim mumkin Aks holda men to'laydigan pulni qaytarishni xohlayman.,0
Juda zo'r,1
Siqish Bu yana bir xil logotip,0
Uni yaxshi ko'rish LG G3 va xotinimning eslatmasiga 3 ega bo'ling.,1
Mahalliy Ob-havo aniqroq Tezda men janubdan shimol tomondan yashayapmiz. mening manzilimni ko'rsatdi. Mahalliy ob-havoning tashvishini qilmang,1
"Yaxshi Juda kup vaqtda yuklaysizlar malumotni, shuni uchun 4, tugirlasanglar 5 buladi",1
Zo'r raxmat,1
"Erim menga bu haqda tasavvurga ega bo'lib, uni hech qachon o'ynashga majbur qilmagan. Xo'sh, men buning uchun pul to'layotganimdan xursandman. Qiziqarli va qiziqarli. Yoqdi",1
"Men sizni yoqtirmayman, chunki siz ham YouTube saytiga kiraman, chunki barcha namoyishlar sizni qanday qilib chizishingizni ko'rsatadigan odamdir, deb o'ylayman, siz uning namoyishi deb o'ylayman, lekin u yo'q va siz bir qismga o'tishingiz mumkin.",0
Shu bilan men ham morgan ishlamaydi,0
Deal yoki no deal Chellanging o'yinlarni katta pul bilan qiziqish olish.,1
Zo'r,1
"Agar men hech kimning ilovasi bo'lmasam, u uni yopishni xohlaydi, yoki javob uni tuzatish uchun buyuk ilovadir",0
Katta rahmat,1
"Barcha xonalarni oching. Bu o'yin hamma narsada to'g'ri, biroq agar siz barcha bepul xonalarni qulfdan chiqarmasangiz yaxshi bo'ladi",0
Mening s6imga ikki marta o'rnatilgan. Ishlamang,0
ENG YaXShI o'yin AT AT va yulduzlarni yo'q qilishni yoqtirmayman,1
Moorhuhn kabi hech narsa Eski ish stoli versiyasi kabi juda yoqimli. Faqat yaxshi o'yin bo'lishi mumkin.,0
"Ishlay olmayman, kimdir menga qanday qilib tuzatishi yoki faqat pulimni qaytarib berishini aytishi mumkin bo'lsa, reytingni o'zgartiraman.",0
Tashqariga chiqmasdan oldin chiziq holatini bilish uchun tez va qulay usulni bilib oling. Xaritalar va boshqa yaxshi narsalar ham.,1
Juda qimmat ekan,0
"Ishlayman, bu menga o'zimni xotirjam his qilyapman va telefonimni juda tezroq qiladi",1
eng yaxshi ilova,1
" dastur, smt 3gcsl 4g",1
Men pulimni qaytarib olishni xohlayman Bu ilova sht,0
Ushbu ilova kabi,0
Hozirgacha uni yaxshi ko'raman. Katta vaqt cho'kib ketadi. O'yin haqida hikoya. Pulga arziydi.,1
Ilova bilan ishlash jarayonida ma'lumot almashish jarayoni tezroq amalga oshmasligi;,0
"Qo'rqoq mehmon sifatida o'ynashga ijozat bermaydi va ro'yxatga olish imkoniyati yo'q. Veb-saytga bordik, ro'yxatdan o'tdingiz, keyin o'yinga kirishga harakat qildim. Hali ham ishlamagan. O'chirishni xohlaysizmi.",0
"Bu ishni davom ettirib, sevib qoling. Tez, oddiy, ammo murakkab va murakkab. Pishirish o'yinini tuzatishni qoniqtirish bilan birga, tajribali chiziq pishirsa, bu, aslida mohiyatni qamrab oladi. Xo'sh, yaxshi o'ynash uchun qilingan",1
Men dasturni yaxshi ko'raman va uni uzoq vaqtdan beri ishlatib kelmoqdaman. Qo'llanmani ishlab chiquvchilar va portalning to'liq tarkibida: 1) ko'proq bepul filmlar yaratish,1
"Nopok boshqarish Bu yaxshi ketadi, lekin burchaklarni to'g'ri pul sarflash uchun etarli darajada to'g'ri kelmaydi",0
"Ushbu o'yin sucks, men faqat 3 lvls egallagan va bu axloqsiz o'yin haqida ko'proq lvls uchun pul so'radi, bu STUPID OYNI download hech qachon",0
Reklamalar Qonli reklamani o'yindan chiqarib tashlang yoki o'yinni o'yin do'konidan chiqaring,0
"Perfect Perfect. Amazing ilovasi. Ilovani ko'rishni xohlashim mumkin bo'lgan yagona narsa izni taniydi. Aks holda, o'zingizga yaxshilik qiling va ushbu ilovani oling. Pulga arziydi.",1
"Avtobus jadvali Keyingi poezdning vaqtini tekshirish menga yordam beradi. Avtobus vaqtini ham, yashashimiz ham mumkin edi",0
"Muhim xato Ushbu uchun pul to'laganim uchun litsenziyani tekshirish xatoligi, iltimos, tuzatib qo'ying",0
Ajoyib o'yin.,1
"Vaqti-vaqti bilan chiqadigan musiqa, agar siz uni hatto musiqiy deb atashingiz va juda tez harakat qilishingiz mumkin.",0
"Sevgi, lekin ....... Qachon yana bir yangilash bor OMG kabi U juda oz QARATILGAN, faqat ozgina xatoga yo'l qo'yib, sizda noto'g'ri noqulay lekin sizni yaxshi ko'raman",1
"Juda yaxshi emas, ko'proq mashqlarni qo'shing. Ushbu bepul ""BodyBuilding Fitness"" ilovasidan bilib oling.",0
Sweet oson va quvnoq 5 yulduz oson Uzun safar uchun juda yaxshi vaqt iste'molchi. Agar stressor bo'lsangiz. Bu sizni quvontiradi,1
Dahshatli Dont vaqt yo'qotish.,0
Hurmatli sayt egalari. Sizlarga ulkan minnatdorchilik bildiraman. Bu narsani anchadan beri orzu qilardim elektron varianti chiqishini. Alloh sizlardan rozi bo'lsin va bundan keyingi qiladigan ishlarizgizga rivoj va barakot bersin. Rahmat,1
"Yaxshi uyushtirilgan, lekin juda shovqinli, hech narsa eshitilmayapti, kim tasdiqlagan bo'lsa",0
Daryo Daryoga gap yo'q,1
"Siqish, oddiy bo'lgani kabi oddiy.",0
To'liq telefonda 3 sekundda uni yaxshi ko'rishardi,1
"Poo bir qismi Men nafrat qilaman, u ham dosnt hatto kel va HD nafrat emas, iltimos, iltimos, iltimos yuklab oling",0
"Sizning buzilishlaringiz menga yoqadi, chunki bu o'yin qanday o'ynaydi yoki hatto ko'rinmaydi, chunki men hech qachon bunday imkoniyatga ega emasman. O'yin boshlang'ich sarlavhasi ekranida to'xtab qoladi. Menda HTC One M8 bor.",0
Bolalar uchun juda qiziqarli Bolalar uchun juda yaxshi bajarilgan. Ular buni yaxshi ko'radilar,1
"Hali ham sucks ... 8 oydan so'ng, siz yana ... bu o'yinni o'rnatdim, siz hali ham rulni to'g'ri tuzatmagansiz. Juda yaxshi",0
"Solfa mukammal. Tez, aniq, sodda, foydali, uni saralash uchun etarli sifatlarga ega emasman. Bu menga yillar davomida amal qilmaydigan eslatmalarni aniqlab olishga yordam berdi. Ushbu ilova yaratuvchisiga mening maqtovlarim va minnatdorchiligim.",1
Juda yomon Ko'p qo'shimchalar va videolar va ba'zan avtomatik ravishda yopiladi. Shuning uchun uni o'chirib tashlayman,0
Katta ilovalar Mening 3 yoshli bolalarim ushbu dastur bilan juda ko'p qiziqarli. Zarur bo'lganda unga kiradi,1
Gr8 o'yinining ajoyib boshqaruvlari bilan m8 Gr8 telefon o'yin,1
"Meh. Ok o'yini, dahshatli chirkin UI.",0
Kottakon raxmat .,1
"juda sekin va reklama pulimni qaytarishni istayman, bu qo'rqinchli",0
"Ushbu o'yinni yaxshi ko'raman, ammo ilova yangilangandan so'ng, u endi mening planshetimda ishlamaydi. Ushbu ilova uchun pul to'laganimdan baxtiyorman",0
"Tom mening kayfiyatimdagi so'zlarimni takrorlayotganda, Tomni tashqariga urgan do'stim. Va u 5 yulduzni aylanib chiqadi",1
Best Best,1
Yangi ko'tarish yaxshiroq bo'ladi,1
Noooooo qaytarib berish,0
Iovani ishlatish judayam qiyin ekan,0
"Zerikarli bildirishnomalar Ushbu ilovada sozlamalardan o'chirib yuborgan bo'lsangiz ham zerikarli bildirishnomalar yuboriladi. Ovozli muammolarni individual joylarda aniqlang. Bundan tashqari, lobbi musiqa bilan nima sodir bo'ldi",0
"Video va rasmlarni yo'qotib qo'ydim 5 yulduz, men yuqori sinf telefon o'rnatish va rasm va video olish, men veb-ishlab chiquvchi bir oy kutib turdi va javob yo'q.",0
Nafratlaning Bu o'yin Mening hujayradan ochilmaydi. . Men uni o'chirib tashlayman,0
"Menga yoqdi. Ajoyib, albatta, yaxshi.",1
"Men uni jiyanim uchun sevaman, jiyani Ular sevadi.",1
Yomon Nothing yaxshi,0
"O'yin to'liq o'rnatilmaydi. Javob yo'q O'yin o'yin do'konidan o'rnatiladi, lekin keyinchalik 0M da bo'lgan 300Mb yuklab olishni talab qiladi. Displey rasmlarni, shu jumladan, sotuvchisi bilan muammosiz chiptani ochdi, ammo javob bermadi. LG Gpad 8.3",0
"Har bir narsa AWESOMEEE. Bir muncha vaqt uchun uning kulgililigi, odatdagidek, keyin vieri darajasiga ko'tariladi va uni yangilash uchun juda ko'p narsa talab etiladi, keyin o'yin o'ladi, keyin siz bu haqda hamma narsani unutasiz ...",1
"Unit t Converter plus Bu ilova zaifdir. Misol uchun, tanlangan valyutadan USDga faqat valyuta suhbati kursi mavjud. To'g'ridan-to'g'ri evrodan GBPga o'tish mumkin emas. Bu befoyda.",0
Bu ilova juda yoqimli Men 35 video yozdim 35 Men juda ko'p narsalar qilyapman ajoyib,1
"Awwwwwwwwww Panda juda shirin, agar siz bu o'yinni jiddiy qabul qilsangiz, siz qanday qilib bunday qilishingiz mumkin",1
"Oson to'lovlar, tezkor va tezkor xizmat",1
Manga umuman tushmadi,0
"Sevgi bu chaqaloqlar uchun, lekin men bu o'yinni juda yaxshi ko'raman",1
"Yaxshi ishlash uchun foydalanilgan. Mening Android telefonim 5.0 ga yangilanganidan so'ng, ilova hech qanday faylni kopyalayamam ... Men hech narsa qilmaydigan ilova uchun pul to'laganim uchun o'lik qusur.",0
"Yo'q, yo'q. Bunga yoqmaslik kerak. Zerikarli zerikarli. Pulimni qaytarib bering.",0
Aziz tj Quvvat va musiqani sevaman,1
"Yangilanishga qadar o'yin juda tez o'ynaganimdan keyin o'yin o'ynab, o'ynash uchun ko'zlarim bilan, qorong'i qorong'u ko'chada, qonli to'plar va nima bo'lmasin. O'chirish vaqti. Mening uslubim emas",0
